Partido,Nivel de Gobierno,Profesion Clasificada,N Candidatos,Total Candidatos del Nivel,% del total
Ahora Nación,MUNICIPAL DISTRITAL,ECONOMIA,33,4721,0.7
Ahora Nación,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,30,4721,0.64
Ahora Nación,MUNICIPAL DISTRITAL,ANTROPOLOGIA,24,4721,0.51
Ahora Nación,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,22,4721,0.47
Ahora Nación,MUNICIPAL DISTRITAL,ODONTOLOGIA,22,4721,0.47
Ahora Nación,MUNICIPAL DISTRITAL,OBSTETRICIA,21,4721,0.44
Ahora Nación,MUNICIPAL DISTRITAL,BIOLOGIA,13,4721,0.28
Ahora Nación,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,13,4721,0.28
Ahora Nación,MUNICIPAL DISTRITAL,ARQUITECTURA,11,4721,0.23
Ahora Nación,MUNICIPAL DISTRITAL,SOCIOLOGIA,11,4721,0.23
Ahora Nación,MUNICIPAL DISTRITAL,HISTORIA,10,4721,0.21
Ahora Nación,MUNICIPAL DISTRITAL,IDIOMAS,10,4721,0.21
Ahora Nación,MUNICIPAL DISTRITAL,POLICIA O MILITAR,10,4721,0.21
Ahora Nación,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,10,4721,0.21
Ahora Nación,MUNICIPAL DISTRITAL,MEDICINA,8,4721,0.17
Ahora Nación,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,8,4721,0.17
Ahora Nación,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,7,4721,0.15
Ahora Nación,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,7,4721,0.15
Ahora Nación,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,6,4721,0.13
Ahora Nación,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,5,4721,0.11
Ahora Nación,MUNICIPAL DISTRITAL,ARTE Y DISENO,4,4721,0.08
Ahora Nación,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,4,4721,0.08
Ahora Nación,MUNICIPAL DISTRITAL,ARQUEOLOGIA,3,4721,0.06
Ahora Nación,MUNICIPAL DISTRITAL,FISICA,3,4721,0.06
Ahora Nación,MUNICIPAL DISTRITAL,INSTRUCTOR DEPORTIVO,3,4721,0.06
Ahora Nación,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,3,4721,0.06
Ahora Nación,MUNICIPAL DISTRITAL,GASTRONOMIA,2,4721,0.04
Ahora Nación,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,2,4721,0.04
Ahora Nación,MUNICIPAL DISTRITAL,BIOTECNOLOGIA INDUSTRIAL,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,CIENCIAS FISICAS,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,CONSTRUCCION CIVIL,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,EVALUACION DE PROYECTOS DE INVERSION,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,FISIOTERAPIA Y TERAPIA FISICA,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,INVESTIGACION CRIMINAL,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,QUIMICA,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,SALUD PUBLICA,1,4721,0.02
Ahora Nación,MUNICIPAL DISTRITAL,TOPOGRAFIA,1,4721,0.02
Ahora Nación,MUNICIPAL PROVINCIAL,INGENIERIA,161,1087,14.81
Ahora Nación,MUNICIPAL PROVINCIAL,EDUCACION,146,1087,13.43
Ahora Nación,MUNICIPAL PROVINCIAL,DERECHO,103,1087,9.48
Ahora Nación,MUNICIPAL PROVINCIAL,CONTABILIDAD,62,1087,5.7
Ahora Nación,MUNICIPAL PROVINCIAL,ADMINISTRACION,58,1087,5.34
Ahora Nación,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,24,1087,2.21
Ahora Nación,MUNICIPAL PROVINCIAL,AGROPECUARIA,19,1087,1.75
Ahora Nación,MUNICIPAL PROVINCIAL,ENFERMERIA,16,1087,1.47
Ahora Nación,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,15,1087,1.38
Ahora Nación,MUNICIPAL PROVINCIAL,ECONOMIA,15,1087,1.38
Ahora Nación,MUNICIPAL PROVINCIAL,ODONTOLOGIA,15,1087,1.38
Ahora Nación,MUNICIPAL PROVINCIAL,SOCIOLOGIA,12,1087,1.1
Ahora Nación,MUNICIPAL PROVINCIAL,ARQUITECTURA,10,1087,0.92
Ahora Nación,MUNICIPAL PROVINCIAL,PSICOLOGIA,10,1087,0.92
Ahora Nación,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,7,1087,0.64
Ahora Nación,MUNICIPAL PROVINCIAL,MEDICINA,7,1087,0.64
Ahora Nación,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,6,1087,0.55
Ahora Nación,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,6,1087,0.55
Ahora Nación,MUNICIPAL PROVINCIAL,ANTROPOLOGIA,5,1087,0.46
Ahora Nación,MUNICIPAL PROVINCIAL,BIOLOGIA,5,1087,0.46
Ahora Nación,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,5,1087,0.46
Ahora Nación,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,5,1087,0.46
Ahora Nación,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,5,1087,0.46
Ahora Nación,MUNICIPAL PROVINCIAL,HISTORIA,4,1087,0.37
Ahora Nación,MUNICIPAL PROVINCIAL,OBSTETRICIA,4,1087,0.37
Ahora Nación,MUNICIPAL PROVINCIAL,TRABAJO SOCIAL,4,1087,0.37
Ahora Nación,MUNICIPAL PROVINCIAL,IDIOMAS,3,1087,0.28
Ahora Nación,MUNICIPAL PROVINCIAL,LENGUA Y LITERATURA,3,1087,0.28
Ahora Nación,MUNICIPAL PROVINCIAL,NUTRICION Y DIETETICA,3,1087,0.28
Ahora Nación,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,3,1087,0.28
Ahora Nación,MUNICIPAL PROVINCIAL,ARQUEOLOGIA,2,1087,0.18
Ahora Nación,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,2,1087,0.18
Ahora Nación,MUNICIPAL PROVINCIAL,FARMACIA Y BIOQUIMICA,2,1087,0.18
Ahora Nación,MUNICIPAL PROVINCIAL,INSTRUCTOR DEPORTIVO,2,1087,0.18
Ahora Nación,MUNICIPAL PROVINCIAL,FISICA,1,1087,0.09
Ahora Nación,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,1,1087,0.09
Ahora Nación,MUNICIPAL PROVINCIAL,TOPOGRAFIA,1,1087,0.09
Ahora Nación,REGIONAL,EDUCACION,32,203,15.76
Ahora Nación,REGIONAL,INGENIERIA,23,203,11.33
Ahora Nación,REGIONAL,ADMINISTRACION,17,203,8.37
Ahora Nación,REGIONAL,CONTABILIDAD,10,203,4.93
Ahora Nación,REGIONAL,DERECHO,7,203,3.45
Ahora Nación,REGIONAL,ENFERMERIA,7,203,3.45
Ahora Nación,REGIONAL,ECONOMIA,6,203,2.96
Ahora Nación,REGIONAL,ANTROPOLOGIA,5,203,2.46
Ahora Nación,REGIONAL,TRABAJO SOCIAL,4,203,1.97
Ahora Nación,REGIONAL,BIOLOGIA,3,203,1.48
Ahora Nación,REGIONAL,ODONTOLOGIA,3,203,1.48
Ahora Nación,REGIONAL,PSICOLOGIA,3,203,1.48
Ahora Nación,REGIONAL,SOCIOLOGIA,3,203,1.48
Ahora Nación,REGIONAL,IDIOMAS,2,203,0.99
Ahora Nación,REGIONAL,MEDICINA,2,203,0.99
Ahora Nación,REGIONAL,ARQUITECTURA,1,203,0.49
Ahora Nación,REGIONAL,COMPUTACION E INFORMATICA,1,203,0.49
Ahora Nación,REGIONAL,FILOSOFIA Y TEOLOGIA,1,203,0.49
Ahora Nación,REGIONAL,HISTORIA,1,203,0.49
Ahora Nación,REGIONAL,MEDICO CIRUJANO,1,203,0.49
Ahora Nación,REGIONAL,OTROS - OFICIO TECNICO,1,203,0.49
Apra,GENERAL,INGENIERIA,152,1508,10.08
Apra,GENERAL,EDUCACION,142,1508,9.42
Apra,GENERAL,DERECHO,108,1508,7.16
Apra,GENERAL,ADMINISTRACION,82,1508,5.44
Apra,GENERAL,CONTABILIDAD,54,1508,3.58
Apra,GENERAL,CIENCIAS POLITICAS,24,1508,1.59
Apra,GENERAL,ECONOMIA,23,1508,1.53
Apra,GENERAL,CIENCIAS DE LA COMUNICACION,18,1508,1.19
Apra,GENERAL,PSICOLOGIA,16,1508,1.06
Apra,GENERAL,ARQUITECTURA,13,1508,0.86
Apra,GENERAL,MEDICO CIRUJANO,12,1508,0.8
Apra,GENERAL,ODONTOLOGIA,12,1508,0.8
Apra,GENERAL,ENFERMERIA,11,1508,0.73
Apra,GENERAL,MEDICINA,10,1508,0.66
Apra,GENERAL,OTROS - OFICIO TECNICO,10,1508,0.66
Apra,GENERAL,SOCIOLOGIA,9,1508,0.6
Apra,GENERAL,MATEMATICA Y ESTADISTICA,7,1508,0.46
Apra,GENERAL,OBSTETRICIA,7,1508,0.46
Apra,GENERAL,AGROPECUARIA,6,1508,0.4
Apra,GENERAL,BIOLOGIA,4,1508,0.27
Apra,GENERAL,COMPUTACION E INFORMATICA,4,1508,0.27
Apra,GENERAL,FARMACIA Y BIOQUIMICA,4,1508,0.27
Apra,GENERAL,IDIOMAS,4,1508,0.27
Apra,GENERAL,TURISMO Y HOTELERIA,4,1508,0.27
Apra,GENERAL,ARTE Y DISENO,3,1508,0.2
Apra,GENERAL,CIENCIAS SOCIALES,3,1508,0.2
Apra,GENERAL,GASTRONOMIA,3,1508,0.2
Apra,GENERAL,HISTORIA,3,1508,0.2
Apra,GENERAL,TECNOLOGIA MEDICA,3,1508,0.2
Apra,GENERAL,LENGUA Y LITERATURA,2,1508,0.13
Apra,GENERAL,MEDICO VETERINARIO,2,1508,0.13
Apra,GENERAL,ARQUEOLOGIA,1,1508,0.07
Apra,GENERAL,DIBUJO Y ESCULTURA,1,1508,0.07
Apra,GENERAL,FILOSOFIA Y TEOLOGIA,1,1508,0.07
Apra,GENERAL,FISICA,1,1508,0.07
Apra,GENERAL,OCEANO Y PESQUERIA,1,1508,0.07
Apra,GENERAL,POLICIA O MILITAR,1,1508,0.07
Apra,GENERAL,QUIMICA,1,1508,0.07
Apra,GENERAL,SALUD MENTAL,1,1508,0.07
Apra,GENERAL,SALUD OCUPACIONAL Y SEGURIDAD DEL TRABAJO,1,1508,0.07
Apra,MUNICIPAL DISTRITAL,INGENIERIA,87,1031,8.44
Apra,MUNICIPAL DISTRITAL,EDUCACION,81,1031,7.86
Apra,MUNICIPAL DISTRITAL,DERECHO,62,1031,6.01
Apra,MUNICIPAL DISTRITAL,ADMINISTRACION,59,1031,5.72
Apra,MUNICIPAL DISTRITAL,CONTABILIDAD,28,1031,2.72
Apra,MUNICIPAL DISTRITAL,ECONOMIA,15,1031,1.45
Apra,MUNICIPAL DISTRITAL,PSICOLOGIA,10,1031,0.97
Apra,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,9,1031,0.87
Apra,MUNICIPAL DISTRITAL,ODONTOLOGIA,9,1031,0.87
Apra,MUNICIPAL DISTRITAL,ENFERMERIA,8,1031,0.78
Apra,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,7,1031,0.68
Apra,MUNICIPAL DISTRITAL,MEDICINA,7,1031,0.68
Apra,MUNICIPAL DISTRITAL,ARQUITECTURA,6,1031,0.58
Apra,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,6,1031,0.58
Apra,MUNICIPAL DISTRITAL,OBSTETRICIA,6,1031,0.58
Apra,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,4,1031,0.39
Apra,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,4,1031,0.39
Apra,MUNICIPAL DISTRITAL,SOCIOLOGIA,4,1031,0.39
Apra,MUNICIPAL DISTRITAL,BIOLOGIA,3,1031,0.29
Apra,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,3,1031,0.29
Apra,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,3,1031,0.29
Apra,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,3,1031,0.29
Apra,MUNICIPAL DISTRITAL,AGROPECUARIA,2,1031,0.19
Apra,MUNICIPAL DISTRITAL,ARTE Y DISENO,2,1031,0.19
Apra,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,2,1031,0.19
Apra,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,2,1031,0.19
Apra,MUNICIPAL DISTRITAL,ARQUEOLOGIA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,DIBUJO Y ESCULTURA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,GASTRONOMIA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,HISTORIA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,IDIOMAS,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,POLICIA O MILITAR,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,QUIMICA,1,1031,0.1
Apra,MUNICIPAL DISTRITAL,SALUD OCUPACIONAL Y SEGURIDAD DEL TRABAJO,1,1031,0.1
Apra,MUNICIPAL PROVINCIAL,INGENIERIA,55,393,13.99
Apra,MUNICIPAL PROVINCIAL,EDUCACION,46,393,11.7
Apra,MUNICIPAL PROVINCIAL,DERECHO,36,393,9.16
Apra,MUNICIPAL PROVINCIAL,CONTABILIDAD,24,393,6.11
Apra,MUNICIPAL PROVINCIAL,ADMINISTRACION,15,393,3.82
Apra,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,12,393,3.05
Apra,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,8,393,2.04
Apra,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,6,393,1.53
Apra,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,6,393,1.53
Apra,MUNICIPAL PROVINCIAL,ECONOMIA,5,393,1.27
Apra,MUNICIPAL PROVINCIAL,PSICOLOGIA,5,393,1.27
Apra,MUNICIPAL PROVINCIAL,SOCIOLOGIA,5,393,1.27
Apra,MUNICIPAL PROVINCIAL,ARQUITECTURA,4,393,1.02
Apra,MUNICIPAL PROVINCIAL,MEDICINA,3,393,0.76
Apra,MUNICIPAL PROVINCIAL,ODONTOLOGIA,3,393,0.76
Apra,MUNICIPAL PROVINCIAL,AGROPECUARIA,2,393,0.51
Apra,MUNICIPAL PROVINCIAL,HISTORIA,2,393,0.51
Apra,MUNICIPAL PROVINCIAL,IDIOMAS,2,393,0.51
Apra,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,2,393,0.51
Apra,MUNICIPAL PROVINCIAL,ARTE Y DISENO,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,BIOLOGIA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,ENFERMERIA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,FISICA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,GASTRONOMIA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,LENGUA Y LITERATURA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,OBSTETRICIA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,OCEANO Y PESQUERIA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,1,393,0.25
Apra,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,1,393,0.25
Apra,REGIONAL,EDUCACION,15,84,17.86
Apra,REGIONAL,DERECHO,10,84,11.9
Apra,REGIONAL,INGENIERIA,10,84,11.9
Apra,REGIONAL,ADMINISTRACION,8,84,9.52
Apra,REGIONAL,ARQUITECTURA,3,84,3.57
Apra,REGIONAL,CIENCIAS DE LA COMUNICACION,3,84,3.57
Apra,REGIONAL,CIENCIAS POLITICAS,3,84,3.57
Apra,REGIONAL,ECONOMIA,3,84,3.57
Apra,REGIONAL,AGROPECUARIA,2,84,2.38
Apra,REGIONAL,CONTABILIDAD,2,84,2.38
Apra,REGIONAL,ENFERMERIA,2,84,2.38
Apra,REGIONAL,MEDICO CIRUJANO,2,84,2.38
Apra,REGIONAL,COMPUTACION E INFORMATICA,1,84,1.19
Apra,REGIONAL,FARMACIA Y BIOQUIMICA,1,84,1.19
Apra,REGIONAL,GASTRONOMIA,1,84,1.19
Apra,REGIONAL,IDIOMAS,1,84,1.19
Apra,REGIONAL,PSICOLOGIA,1,84,1.19
Apra,REGIONAL,SALUD MENTAL,1,84,1.19
Avanza País,GENERAL,INGENIERIA,198,2226,8.89
Avanza País,GENERAL,DERECHO,194,2226,8.72
Avanza País,GENERAL,EDUCACION,137,2226,6.15
Avanza País,GENERAL,ADMINISTRACION,120,2226,5.39
Avanza País,GENERAL,CONTABILIDAD,84,2226,3.77
Avanza País,GENERAL,PSICOLOGIA,37,2226,1.66
Avanza País,GENERAL,CIENCIAS DE LA COMUNICACION,34,2226,1.53
Avanza País,GENERAL,ARQUITECTURA,33,2226,1.48
Avanza País,GENERAL,CIENCIAS POLITICAS,31,2226,1.39
Avanza País,GENERAL,ECONOMIA,31,2226,1.39
Avanza País,GENERAL,ENFERMERIA,19,2226,0.85
Avanza País,GENERAL,AGROPECUARIA,14,2226,0.63
Avanza País,GENERAL,OTROS - OFICIO TECNICO,14,2226,0.63
Avanza País,GENERAL,TURISMO Y HOTELERIA,12,2226,0.54
Avanza País,GENERAL,MEDICO CIRUJANO,11,2226,0.49
Avanza País,GENERAL,OBSTETRICIA,10,2226,0.45
Avanza País,GENERAL,POLICIA O MILITAR,9,2226,0.4
Avanza País,GENERAL,COMPUTACION E INFORMATICA,8,2226,0.36
Avanza País,GENERAL,IDIOMAS,8,2226,0.36
Avanza País,GENERAL,ODONTOLOGIA,8,2226,0.36
Avanza País,GENERAL,HISTORIA,6,2226,0.27
Avanza País,GENERAL,MEDICINA,6,2226,0.27
Avanza País,GENERAL,MEDICO VETERINARIO,6,2226,0.27
Avanza País,GENERAL,BIOLOGIA,5,2226,0.22
Avanza País,GENERAL,TECNOLOGIA MEDICA,5,2226,0.22
Avanza País,GENERAL,FARMACIA Y BIOQUIMICA,4,2226,0.18
Avanza País,GENERAL,ARTE Y DISENO,3,2226,0.13
Avanza País,GENERAL,CIENCIAS SOCIALES,3,2226,0.13
Avanza País,GENERAL,TRABAJO SOCIAL,3,2226,0.13
Avanza País,GENERAL,ANTROPOLOGIA,2,2226,0.09
Avanza País,GENERAL,ARQUEOLOGIA,2,2226,0.09
Avanza País,GENERAL,CONSTRUCCION CIVIL,2,2226,0.09
Avanza País,GENERAL,GASTRONOMIA,2,2226,0.09
Avanza País,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,1,2226,0.04
Avanza País,GENERAL,CONTRATACIONES CON EL ESTADO,1,2226,0.04
Avanza País,GENERAL,LENGUA Y LITERATURA,1,2226,0.04
Avanza País,GENERAL,LOGISTICA,1,2226,0.04
Avanza País,GENERAL,MATEMATICA Y ESTADISTICA,1,2226,0.04
Avanza País,GENERAL,TOPOGRAFIA,1,2226,0.04
Avanza País,GENERAL,URBANIZACION,1,2226,0.04
Avanza País,MUNICIPAL DISTRITAL,INGENIERIA,151,1712,8.82
Avanza País,MUNICIPAL DISTRITAL,DERECHO,113,1712,6.6
Avanza País,MUNICIPAL DISTRITAL,ADMINISTRACION,90,1712,5.26
Avanza País,MUNICIPAL DISTRITAL,EDUCACION,79,1712,4.61
Avanza País,MUNICIPAL DISTRITAL,CONTABILIDAD,58,1712,3.39
Avanza País,MUNICIPAL DISTRITAL,PSICOLOGIA,25,1712,1.46
Avanza País,MUNICIPAL DISTRITAL,ARQUITECTURA,24,1712,1.4
Avanza País,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,24,1712,1.4
Avanza País,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,22,1712,1.29
Avanza País,MUNICIPAL DISTRITAL,ECONOMIA,20,1712,1.17
Avanza País,MUNICIPAL DISTRITAL,ENFERMERIA,14,1712,0.82
Avanza País,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,12,1712,0.7
Avanza País,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,10,1712,0.58
Avanza País,MUNICIPAL DISTRITAL,AGROPECUARIA,8,1712,0.47
Avanza País,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,8,1712,0.47
Avanza País,MUNICIPAL DISTRITAL,IDIOMAS,6,1712,0.35
Avanza País,MUNICIPAL DISTRITAL,OBSTETRICIA,6,1712,0.35
Avanza País,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,5,1712,0.29
Avanza País,MUNICIPAL DISTRITAL,ODONTOLOGIA,5,1712,0.29
Avanza País,MUNICIPAL DISTRITAL,HISTORIA,4,1712,0.23
Avanza País,MUNICIPAL DISTRITAL,MEDICINA,4,1712,0.23
Avanza País,MUNICIPAL DISTRITAL,POLICIA O MILITAR,4,1712,0.23
Avanza País,MUNICIPAL DISTRITAL,ARTE Y DISENO,3,1712,0.18
Avanza País,MUNICIPAL DISTRITAL,BIOLOGIA,3,1712,0.18
Avanza País,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,2,1712,0.12
Avanza País,MUNICIPAL DISTRITAL,CONSTRUCCION CIVIL,2,1712,0.12
Avanza País,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,2,1712,0.12
Avanza País,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,2,1712,0.12
Avanza País,MUNICIPAL DISTRITAL,TRABAJO SOCIAL,2,1712,0.12
Avanza País,MUNICIPAL DISTRITAL,ANTROPOLOGIA,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,CONTRATACIONES CON EL ESTADO,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,GASTRONOMIA,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,LENGUA Y LITERATURA,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,LOGISTICA,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,1,1712,0.06
Avanza País,MUNICIPAL DISTRITAL,URBANIZACION,1,1712,0.06
Avanza País,MUNICIPAL PROVINCIAL,DERECHO,53,370,14.32
Avanza País,MUNICIPAL PROVINCIAL,EDUCACION,43,370,11.62
Avanza País,MUNICIPAL PROVINCIAL,INGENIERIA,34,370,9.19
Avanza País,MUNICIPAL PROVINCIAL,ADMINISTRACION,25,370,6.76
Avanza País,MUNICIPAL PROVINCIAL,CONTABILIDAD,15,370,4.05
Avanza País,MUNICIPAL PROVINCIAL,PSICOLOGIA,9,370,2.43
Avanza País,MUNICIPAL PROVINCIAL,ECONOMIA,8,370,2.16
Avanza País,MUNICIPAL PROVINCIAL,AGROPECUARIA,6,370,1.62
Avanza País,MUNICIPAL PROVINCIAL,ARQUITECTURA,6,370,1.62
Avanza País,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,6,370,1.62
Avanza País,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,5,370,1.35
Avanza País,MUNICIPAL PROVINCIAL,OBSTETRICIA,4,370,1.08
Avanza País,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,4,370,1.08
Avanza País,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,3,370,0.81
Avanza País,MUNICIPAL PROVINCIAL,ENFERMERIA,3,370,0.81
Avanza País,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,3,370,0.81
Avanza País,MUNICIPAL PROVINCIAL,HISTORIA,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,IDIOMAS,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,ODONTOLOGIA,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,2,370,0.54
Avanza País,MUNICIPAL PROVINCIAL,ANTROPOLOGIA,1,370,0.27
Avanza País,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,1,370,0.27
Avanza País,MUNICIPAL PROVINCIAL,GASTRONOMIA,1,370,0.27
Avanza País,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,1,370,0.27
Avanza País,MUNICIPAL PROVINCIAL,TOPOGRAFIA,1,370,0.27
Avanza País,REGIONAL,DERECHO,28,144,19.44
Avanza País,REGIONAL,EDUCACION,15,144,10.42
Avanza País,REGIONAL,INGENIERIA,13,144,9.03
Avanza País,REGIONAL,CONTABILIDAD,11,144,7.64
Avanza País,REGIONAL,ADMINISTRACION,5,144,3.47
Avanza País,REGIONAL,CIENCIAS DE LA COMUNICACION,4,144,2.78
Avanza País,REGIONAL,CIENCIAS POLITICAS,4,144,2.78
Avanza País,REGIONAL,ARQUITECTURA,3,144,2.08
Avanza País,REGIONAL,ECONOMIA,3,144,2.08
Avanza País,REGIONAL,MEDICO VETERINARIO,3,144,2.08
Avanza País,REGIONAL,PSICOLOGIA,3,144,2.08
Avanza País,REGIONAL,ARQUEOLOGIA,2,144,1.39
Avanza País,REGIONAL,BIOLOGIA,2,144,1.39
Avanza País,REGIONAL,ENFERMERIA,2,144,1.39
Avanza País,REGIONAL,FARMACIA Y BIOQUIMICA,2,144,1.39
Avanza País,REGIONAL,MEDICINA,2,144,1.39
Avanza País,REGIONAL,POLICIA O MILITAR,2,144,1.39
Avanza País,REGIONAL,MEDICO CIRUJANO,1,144,0.69
Avanza País,REGIONAL,ODONTOLOGIA,1,144,0.69
Avanza País,REGIONAL,TECNOLOGIA MEDICA,1,144,0.69
Avanza País,REGIONAL,TRABAJO SOCIAL,1,144,0.69
Batalla Perú,GENERAL,INGENIERIA,105,1318,7.97
Batalla Perú,GENERAL,EDUCACION,86,1318,6.53
Batalla Perú,GENERAL,ADMINISTRACION,54,1318,4.1
Batalla Perú,GENERAL,DERECHO,29,1318,2.2
Batalla Perú,GENERAL,CONTABILIDAD,27,1318,2.05
Batalla Perú,GENERAL,ENFERMERIA,19,1318,1.44
Batalla Perú,GENERAL,ARQUITECTURA,15,1318,1.14
Batalla Perú,GENERAL,ECONOMIA,14,1318,1.06
Batalla Perú,GENERAL,ODONTOLOGIA,11,1318,0.83
Batalla Perú,GENERAL,CIENCIAS POLITICAS,10,1318,0.76
Batalla Perú,GENERAL,AGROPECUARIA,8,1318,0.61
Batalla Perú,GENERAL,SOCIOLOGIA,7,1318,0.53
Batalla Perú,GENERAL,TECNOLOGIA MEDICA,7,1318,0.53
Batalla Perú,GENERAL,FARMACIA Y BIOQUIMICA,6,1318,0.46
